date	sentiment	detailSentiment	subjectivity	detailSubjectivity	numWords	numSentences	numNouns
2017-10-20	positive	positive	subjective	subjective	16	4	4
2017-10-20	positive	positive	subjective	subjective	16	4	4
2017-10-20	positive	positive	subjective	subjective	17	4	4
2017-10-20	positive	positive	subjective	subjective	20	6	6
2017-10-20	neutral	neutral	objective	veryobjective	16	3	3
2017-10-20	positive	positive	subjective	subjective	17	4	4
2017-10-20	neutral	neutral	objective	veryobjective	16	3	3
2017-10-20	neutral	neutral	objective	veryobjective	17	3	3
2017-10-20	neutral	neutral	objective	objective	17	4	4
2017-10-20	neutral	neutral	objective	veryobjective	18	4	4
2017-10-20	neutral	neutral	objective	veryobjective	16	6	6
2017-10-20	neutral	neutral	objective	veryobjective	16	4	4
2017-10-20	neutral	neutral	objective	veryobjective	15	5	5
2017-10-20	neutral	neutral	objective	veryobjective	15	4	4
2017-10-20	neutral	neutral	objective	veryobjective	15	4	4
2017-10-20	neutral	neutral	objective	veryobjective	15	4	4
2017-10-20	negative	negative	subjective	subjective	42	7	7
2017-10-20	neutral	neutral	neutral	neutral	24	3	3
2017-10-20	neutral	neutral	objective	veryobjective	31	5	5
2017-10-20	neutral	neutral	neutral	neutral	20	3	3
2017-10-20	positive	positive	objective	objective	17	4	4
2017-10-20	positive	positive	subjective	subjective	42	7	7
2017-10-20	neutral	neutral	objective	veryobjective	16	4	4
2017-10-20	neutral	neutral	objective	veryobjective	19	7	7
2017-10-19	neutral	neutral	objective	veryobjective	18	1	1
2017-10-19	positive	positive	objective	objective	23	4	4
2017-10-19	neutral	neutral	objective	veryobjective	14	1	1
2017-10-19	neutral	neutral	objective	veryobjective	12	3	3
2017-10-19	neutral	neutral	objective	veryobjective	21	5	5
2017-10-19	neutral	neutral	objective	objective	32	8	8
2017-10-19	positive	verypositive	subjective	subjective	15	2	2
2017-10-19	positive	positive	neutral	neutral	27	6	6
2017-10-19	positive	positive	neutral	neutral	22	3	3
2017-10-19	neutral	neutral	objective	veryobjective	18	4	4
2017-10-19	neutral	neutral	objective	veryobjective	17	2	2
2017-10-19	positive	verypositive	objective	objective	18	5	5
2017-10-19	positive	positive	subjective	subjective	24	7	7
2017-10-19	positive	positive	neutral	neutral	11	3	3
2017-10-19	positive	positive	neutral	neutral	24	5	5
2017-10-19	neutral	neutral	objective	veryobjective	26	6	6
2017-10-19	positive	verypositive	subjective	verysubjective	20	4	4
2017-10-19	positive	verypositive	subjective	verysubjective	20	5	5
2017-10-19	positive	verypositive	subjective	verysubjective	21	5	5
2017-10-19	neutral	neutral	objective	veryobjective	19	3	3
2017-10-19	neutral	neutral	objective	veryobjective	20	2	2
2017-10-19	positive	positive	neutral	neutral	30	4	4
2017-10-19	neutral	neutral	objective	veryobjective	13	2	2
2017-10-19	neutral	neutral	objective	veryobjective	16	6	6
2017-10-19	neutral	neutral	objective	veryobjective	26	6	6
2017-10-19	neutral	neutral	objective	veryobjective	17	6	6
2017-10-19	neutral	neutral	objective	objective	17	4	4
2017-10-19	neutral	neutral	objective	objective	17	4	4
2017-10-19	neutral	neutral	objective	objective	17	4	4
2017-10-19	neutral	neutral	objective	objective	17	4	4
2017-10-19	neutral	neutral	objective	veryobjective	23	5	5
2017-10-19	neutral	neutral	objective	veryobjective	22	5	5
2017-10-19	neutral	neutral	objective	veryobjective	18	3	3
2017-10-19	neutral	neutral	neutral	neutral	16	5	5
2017-10-19	neutral	neutral	objective	veryobjective	17	7	7
2017-10-19	neutral	neutral	objective	veryobjective	14	4	4
2017-10-19	positive	positive	neutral	neutral	23	6	6
2017-10-19	neutral	neutral	objective	veryobjective	11	3	3
2017-10-19	neutral	neutral	objective	veryobjective	13	3	3
2017-10-19	neutral	neutral	objective	veryobjective	14	2	2
2017-10-19	neutral	neutral	objective	veryobjective	15	6	6
2017-10-19	positive	positive	neutral	neutral	25	7	7
2017-10-19	neutral	neutral	objective	veryobjective	17	3	3
2017-10-19	neutral	neutral	objective	veryobjective	17	3	3
2017-10-19	neutral	neutral	objective	veryobjective	14	2	2
2017-10-19	neutral	neutral	objective	veryobjective	2	1	1
2017-10-19	neutral	neutral	objective	veryobjective	23	3	3
2017-10-19	neutral	neutral	objective	veryobjective	10	2	2
2017-10-19	neutral	neutral	objective	veryobjective	10	2	2
2017-10-19	neutral	neutral	objective	veryobjective	9	4	4
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	subjective	subjective	24	3	3
2017-10-19	neutral	neutral	objective	veryobjective	18	1	1
2017-10-19	positive	positive	neutral	neutral	21	5	5
2017-10-19	neutral	neutral	objective	veryobjective	31	4	4
2017-10-19	neutral	neutral	objective	veryobjective	23	4	4
2017-10-19	neutral	neutral	objective	objective	17	4	4
2017-10-19	neutral	neutral	objective	veryobjective	14	4	4
2017-10-19	neutral	neutral	objective	veryobjective	21	6	6
2017-10-19	neutral	neutral	objective	veryobjective	19	5	5
2017-10-19	neutral	neutral	objective	veryobjective	16	4	4
2017-10-19	neutral	neutral	objective	veryobjective	23	5	5
2017-10-19	neutral	neutral	neutral	neutral	23	6	6
2017-10-19	neutral	neutral	objective	veryobjective	11	3	3
2017-10-19	neutral	neutral	objective	veryobjective	16	4	4
2017-10-19	neutral	neutral	objective	veryobjective	6	2	2
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	objective	veryobjective	15	4	4
2017-10-19	neutral	neutral	objective	veryobjective	15	5	5
2017-10-19	neutral	neutral	objective	veryobjective	14	3	3
2017-10-19	neutral	neutral	objective	veryobjective	11	3	3
2017-10-19	neutral	neutral	objective	veryobjective	10	2	2
2017-10-19	positive	positive	objective	objective	23	5	5
2017-10-19	neutral	neutral	objective	veryobjective	23	6	6
2017-10-19	positive	positive	objective	objective	17	4	4
2017-10-19	neutral	neutral	objective	veryobjective	4	1	1
2017-10-19	neutral	neutral	objective	veryobjective	20	5	5
2017-10-19	positive	positive	neutral	neutral	23	6	6
2017-10-19	neutral	neutral	objective	veryobjective	16	5	5
2017-10-19	neutral	neutral	objective	veryobjective	8	4	4
2017-10-19	neutral	neutral	objective	veryobjective	29	7	7
2017-10-19	neutral	neutral	objective	veryobjective	10	2	2
2017-10-18	neutral	neutral	objective	veryobjective	43	7	7
2017-10-18	neutral	neutral	objective	veryobjective	24	5	5
2017-10-18	neutral	neutral	objective	veryobjective	19	4	4
2017-10-18	neutral	neutral	objective	veryobjective	43	7	7
2017-10-18	neutral	neutral	objective	veryobjective	30	8	8
2017-10-18	neutral	neutral	objective	veryobjective	20	5	5
2017-10-18	neutral	neutral	objective	veryobjective	3	1	1
2017-10-18	neutral	neutral	neutral	neutral	25	6	6
2017-10-18	neutral	neutral	objective	veryobjective	12	2	2
2017-10-18	positive	positive	objective	objective	14	4	4
2017-10-18	positive	positive	objective	objective	9	3	3
2017-10-18	neutral	neutral	objective	veryobjective	17	7	7
2017-10-18	neutral	neutral	objective	veryobjective	10	2	2
2017-10-18	neutral	neutral	objective	veryobjective	11	1	1
2017-10-18	neutral	neutral	objective	veryobjective	16	4	4
2017-10-18	neutral	neutral	subjective	subjective	19	5	5
2017-10-18	positive	positive	objective	objective	20	4	4
2017-10-18	neutral	neutral	objective	veryobjective	22	7	7
2017-10-18	neutral	neutral	objective	veryobjective	16	2	2
2017-10-18	neutral	neutral	objective	veryobjective	25	6	6
2017-10-18	neutral	neutral	subjective	verysubjective	19	2	2
2017-10-18	neutral	neutral	objective	objective	38	3	3
2017-10-18	neutral	neutral	objective	veryobjective	12	2	2
2017-10-18	neutral	neutral	objective	veryobjective	15	3	3
2017-10-18	neutral	neutral	objective	veryobjective	12	2	2
2017-10-18	neutral	neutral	objective	veryobjective	20	5	5
2017-10-18	positive	positive	neutral	neutral	17	2	2
2017-10-18	neutral	neutral	objective	veryobjective	19	3	3
2017-10-18	neutral	neutral	objective	veryobjective	19	3	3
2017-10-18	positive	positive	subjective	subjective	26	2	2
2017-10-18	neutral	neutral	objective	veryobjective	14	4	4
2017-10-18	positive	positive	objective	objective	10	2	2
2017-10-18	neutral	neutral	objective	veryobjective	27	6	6
2017-10-18	positive	positive	neutral	neutral	31	2	2
2017-10-18	neutral	neutral	objective	veryobjective	10	2	2
2017-10-18	positive	positive	neutral	neutral	24	7	7
2017-10-18	neutral	neutral	objective	veryobjective	15	4	4
2017-10-18	positive	positive	neutral	neutral	18	4	4
2017-10-18	neutral	neutral	objective	objective	23	6	6
2017-10-18	neutral	neutral	objective	veryobjective	15	5	5
2017-10-18	neutral	neutral	objective	veryobjective	12	3	3
2017-10-18	positive	verypositive	subjective	subjective	10	4	4
2017-10-18	neutral	neutral	objective	veryobjective	26	5	5
2017-10-18	neutral	neutral	objective	veryobjective	23	5	5
2017-10-18	neutral	neutral	neutral	neutral	20	7	7
2017-10-18	positive	positive	objective	objective	28	6	6
2017-10-18	neutral	neutral	objective	veryobjective	26	8	8
2017-10-18	neutral	neutral	objective	veryobjective	44	12	12
2017-10-18	neutral	neutral	objective	veryobjective	16	3	3
2017-10-18	positive	positive	objective	objective	13	2	2
2017-10-18	neutral	neutral	objective	veryobjective	5	0	0
2017-10-18	neutral	neutral	objective	objective	21	6	6
2017-10-18	neutral	neutral	objective	veryobjective	20	6	6
2017-10-18	neutral	neutral	objective	veryobjective	22	3	3
2017-10-18	positive	positive	objective	objective	15	4	4
2017-10-18	neutral	neutral	objective	veryobjective	23	3	3
2017-10-18	positive	positive	objective	objective	12	3	3
2017-10-18	positive	positive	objective	objective	12	2	2
2017-10-18	positive	positive	objective	objective	16	4	4
2017-10-18	neutral	neutral	objective	veryobjective	29	11	11
2017-10-18	neutral	neutral	objective	veryobjective	6	2	2
2017-10-18	positive	positive	objective	objective	18	4	4
2017-10-18	neutral	neutral	objective	veryobjective	19	4	4
2017-10-18	neutral	neutral	objective	objective	25	4	4
2017-10-18	positive	positive	objective	objective	17	5	5
2017-10-18	neutral	neutral	objective	veryobjective	15	4	4
2017-10-18	neutral	neutral	objective	veryobjective	15	4	4
2017-10-18	positive	positive	objective	objective	18	5	5
2017-10-18	neutral	neutral	objective	veryobjective	20	3	3
2017-10-18	neutral	neutral	objective	veryobjective	23	2	2
2017-10-18	neutral	neutral	objective	veryobjective	17	8	8
2017-10-18	neutral	neutral	objective	veryobjective	5	2	2
2017-10-18	positive	positive	objective	objective	10	2	2
2017-10-18	neutral	neutral	objective	objective	30	4	4
2017-10-18	neutral	neutral	objective	veryobjective	17	4	4
2017-10-18	neutral	neutral	objective	veryobjective	22	4	4
2017-10-18	neutral	neutral	objective	veryobjective	22	6	6
2017-10-18	neutral	neutral	objective	veryobjective	22	6	6
2017-10-18	neutral	neutral	objective	veryobjective	27	5	5
2017-10-18	neutral	neutral	objective	veryobjective	16	5	5
2017-10-18	positive	positive	objective	objective	18	4	4
2017-10-18	positive	positive	objective	objective	19	4	4
2017-10-18	neutral	neutral	objective	veryobjective	27	7	7
2017-10-18	neutral	neutral	objective	veryobjective	15	5	5
2017-10-18	neutral	neutral	objective	objective	26	3	3
2017-10-18	positive	positive	objective	objective	12	3	3
2017-10-18	positive	positive	objective	objective	22	5	5
2017-10-18	neutral	neutral	objective	veryobjective	18	5	5
2017-10-18	neutral	neutral	objective	veryobjective	15	5	5
2017-10-18	neutral	neutral	objective	veryobjective	18	6	6
2017-10-18	positive	positive	objective	objective	10	3	3
2017-10-18	positive	positive	objective	objective	13	3	3
2017-10-18	neutral	neutral	objective	veryobjective	14	4	4
2017-10-18	neutral	neutral	objective	veryobjective	10	3	3
2017-10-18	neutral	neutral	objective	veryobjective	15	3	3
2017-10-18	neutral	neutral	objective	veryobjective	17	5	5
2017-10-18	neutral	neutral	objective	veryobjective	16	4	4
2017-10-18	neutral	neutral	objective	veryobjective	29	7	7
2017-10-18	neutral	neutral	objective	veryobjective	16	4	4
2017-10-18	neutral	neutral	objective	veryobjective	23	8	8
2017-10-18	neutral	neutral	objective	veryobjective	20	5	5
2017-10-18	neutral	neutral	objective	veryobjective	33	6	6
2017-10-18	neutral	neutral	objective	veryobjective	13	2	2
2017-10-18	neutral	neutral	objective	veryobjective	13	3	3
2017-10-18	neutral	neutral	objective	veryobjective	14	3	3
2017-10-18	neutral	neutral	objective	veryobjective	14	3	3
2017-10-18	neutral	neutral	objective	veryobjective	14	3	3
2017-10-18	neutral	neutral	objective	veryobjective	15	3	3
2017-10-18	neutral	neutral	objective	veryobjective	14	3	3
2017-10-18	neutral	neutral	objective	veryobjective	16	5	5
2017-10-18	neutral	neutral	objective	veryobjective	16	5	5
2017-10-18	neutral	neutral	objective	veryobjective	12	2	2
2017-10-18	neutral	neutral	objective	veryobjective	12	2	2
2017-10-18	neutral	neutral	objective	veryobjective	10	2	2
2017-10-18	positive	positive	objective	objective	12	3	3
2017-10-18	neutral	neutral	objective	veryobjective	19	4	4
2017-10-18	positive	positive	objective	objective	14	2	2
2017-10-18	neutral	neutral	objective	objective	17	4	4
2017-10-18	neutral	neutral	objective	objective	17	4	4
2017-10-18	neutral	neutral	objective	objective	17	4	4
2017-10-18	neutral	neutral	objective	objective	17	4	4
2017-10-18	neutral	neutral	neutral	neutral	24	3	3
2017-10-18	neutral	neutral	objective	veryobjective	14	3	3
2017-10-18	neutral	neutral	objective	veryobjective	19	4	4
2017-10-18	positive	positive	objective	objective	24	6	6
2017-10-18	neutral	neutral	subjective	subjective	19	6	6
2017-10-18	positive	positive	objective	veryobjective	20	5	5
2017-10-18	positive	positive	subjective	verysubjective	17	3	3
2017-10-18	neutral	neutral	objective	veryobjective	24	8	8
2017-10-18	neutral	neutral	objective	veryobjective	28	6	6
2017-10-18	positive	positive	objective	objective	16	3	3
2017-10-18	neutral	neutral	objective	veryobjective	11	3	3
2017-10-18	neutral	neutral	objective	veryobjective	11	3	3
2017-10-17	neutral	neutral	objective	veryobjective	15	4	4
2017-10-17	neutral	neutral	objective	veryobjective	23	4	4
2017-10-17	neutral	neutral	objective	veryobjective	16	4	4
2017-10-17	neutral	neutral	objective	veryobjective	22	10	10
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	positive	positive	objective	objective	9	3	3
2017-10-17	neutral	neutral	objective	veryobjective	21	3	3
2017-10-17	positive	positive	subjective	subjective	21	5	5
2017-10-17	positive	positive	objective	objective	9	3	3
2017-10-17	positive	positive	objective	objective	19	4	4
2017-10-17	positive	positive	objective	objective	9	3	3
2017-10-17	neutral	neutral	objective	veryobjective	15	2	2
2017-10-17	positive	positive	objective	objective	24	6	6
2017-10-17	neutral	neutral	objective	veryobjective	16	3	3
2017-10-17	positive	positive	objective	objective	8	2	2
2017-10-17	neutral	neutral	objective	veryobjective	19	5	5
2017-10-17	positive	positive	objective	objective	26	5	5
2017-10-17	positive	positive	objective	objective	26	5	5
2017-10-17	positive	positive	objective	objective	4	1	1
2017-10-17	neutral	neutral	objective	veryobjective	11	3	3
2017-10-17	positive	positive	objective	objective	26	7	7
2017-10-17	neutral	neutral	objective	veryobjective	14	3	3
2017-10-17	neutral	neutral	objective	objective	30	4	4
2017-10-17	neutral	neutral	objective	veryobjective	30	8	8
2017-10-17	positive	positive	objective	objective	21	3	3
2017-10-17	positive	positive	neutral	neutral	14	3	3
2017-10-17	neutral	neutral	objective	veryobjective	5	2	2
2017-10-17	neutral	neutral	objective	objective	22	5	5
2017-10-17	neutral	neutral	objective	veryobjective	20	3	3
2017-10-17	neutral	neutral	objective	veryobjective	27	6	6
2017-10-17	neutral	neutral	objective	veryobjective	18	4	4
2017-10-17	positive	positive	subjective	subjective	24	3	3
2017-10-17	negative	negative	subjective	subjective	19	1	1
2017-10-17	negative	negative	objective	objective	21	1	1
2017-10-17	negative	negative	subjective	verysubjective	22	7	7
2017-10-17	positive	positive	subjective	subjective	23	4	4
2017-10-17	positive	positive	subjective	subjective	16	4	4
2017-10-17	neutral	neutral	objective	veryobjective	22	5	5
2017-10-17	neutral	neutral	objective	veryobjective	16	4	4
2017-10-17	neutral	neutral	neutral	neutral	19	5	5
2017-10-17	neutral	neutral	objective	veryobjective	17	6	6
2017-10-17	positive	positive	objective	objective	12	3	3
2017-10-17	positive	verypositive	neutral	neutral	28	3	3
2017-10-17	positive	positive	objective	objective	17	3	3
2017-10-17	positive	positive	objective	objective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	16	2	2
2017-10-17	neutral	neutral	objective	objective	16	5	5
2017-10-17	neutral	neutral	objective	objective	17	6	6
2017-10-17	neutral	neutral	objective	objective	18	6	6
2017-10-17	neutral	neutral	objective	veryobjective	17	3	3
2017-10-17	neutral	neutral	objective	veryobjective	29	5	5
2017-10-17	neutral	neutral	objective	veryobjective	18	3	3
2017-10-17	neutral	neutral	objective	veryobjective	13	3	3
2017-10-17	positive	positive	neutral	neutral	15	2	2
2017-10-17	neutral	neutral	objective	veryobjective	17	7	7
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	9	2	2
2017-10-17	neutral	neutral	objective	veryobjective	16	3	3
2017-10-17	positive	positive	subjective	verysubjective	16	4	4
2017-10-17	neutral	neutral	objective	veryobjective	16	5	5
2017-10-17	positive	positive	subjective	verysubjective	18	5	5
2017-10-17	neutral	neutral	objective	veryobjective	8	1	1
2017-10-17	negative	negative	subjective	verysubjective	27	4	4
2017-10-17	neutral	neutral	objective	veryobjective	13	4	4
2017-10-17	neutral	neutral	objective	veryobjective	15	5	5
2017-10-17	neutral	neutral	neutral	neutral	24	7	7
2017-10-17	positive	positive	objective	objective	23	5	5
2017-10-17	neutral	neutral	objective	veryobjective	13	2	2
2017-10-17	neutral	neutral	objective	veryobjective	22	4	4
2017-10-17	positive	positive	neutral	neutral	15	3	3
2017-10-17	neutral	neutral	objective	veryobjective	14	3	3
2017-10-17	neutral	neutral	objective	veryobjective	14	5	5
2017-10-17	neutral	neutral	objective	veryobjective	14	5	5
2017-10-17	neutral	neutral	objective	veryobjective	15	4	4
2017-10-17	neutral	neutral	objective	veryobjective	15	4	4
2017-10-17	neutral	neutral	objective	veryobjective	15	4	4
2017-10-17	neutral	neutral	objective	veryobjective	16	4	4
2017-10-17	positive	positive	neutral	neutral	20	6	6
2017-10-17	neutral	neutral	objective	veryobjective	22	5	5
2017-10-17	neutral	neutral	neutral	neutral	22	8	8
2017-10-17	neutral	neutral	objective	veryobjective	13	3	3
2017-10-17	neutral	neutral	objective	veryobjective	13	3	3
2017-10-17	neutral	neutral	objective	veryobjective	16	5	5
2017-10-17	neutral	neutral	neutral	neutral	28	9	9
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	13	3	3
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	17	4	4
2017-10-17	neutral	neutral	objective	veryobjective	34	10	10
2017-10-17	positive	verypositive	subjective	verysubjective	14	4	4
2017-10-17	positive	positive	subjective	subjective	24	7	7
2017-10-17	positive	positive	neutral	neutral	23	3	3
2017-10-17	neutral	neutral	objective	objective	17	5	5
2017-10-17	neutral	neutral	objective	veryobjective	2	1	1
2017-10-17	neutral	neutral	objective	veryobjective	22	5	5
2017-10-17	neutral	neutral	objective	veryobjective	15	4	4
2017-10-17	neutral	neutral	objective	veryobjective	17	5	5
2017-10-17	neutral	neutral	objective	veryobjective	15	3	3
2017-10-17	neutral	neutral	objective	veryobjective	15	3	3
2017-10-17	neutral	neutral	objective	veryobjective	16	5	5
2017-10-17	negative	negative	subjective	verysubjective	26	4	4
2017-10-17	positive	positive	objective	objective	28	2	2
2017-10-17	neutral	neutral	objective	objective	17	6	6
2017-10-17	neutral	neutral	objective	veryobjective	23	5	5
2017-10-17	neutral	neutral	objective	veryobjective	33	6	6
2017-10-17	neutral	neutral	objective	veryobjective	20	4	4
2017-10-17	neutral	neutral	objective	objective	14	4	4
2017-10-17	neutral	neutral	objective	veryobjective	28	7	7
2017-10-17	neutral	neutral	objective	veryobjective	17	7	7
2017-10-17	neutral	neutral	objective	veryobjective	14	3	3
2017-10-17	neutral	neutral	objective	veryobjective	14	3	3
2017-10-17	neutral	neutral	objective	veryobjective	15	2	2
2017-10-17	positive	verypositive	subjective	verysubjective	14	5	5
2017-10-17	neutral	neutral	objective	veryobjective	26	4	4
2017-10-16	neutral	neutral	objective	veryobjective	14	4	4
2017-10-16	neutral	neutral	objective	veryobjective	14	4	4
2017-10-16	neutral	neutral	objective	veryobjective	14	4	4
2017-10-16	neutral	neutral	objective	veryobjective	28	4	4
2017-10-16	neutral	neutral	objective	veryobjective	20	4	4
2017-10-16	neutral	neutral	objective	veryobjective	34	9	9
2017-10-16	neutral	neutral	objective	veryobjective	25	5	5
2017-10-16	neutral	neutral	objective	veryobjective	16	3	3
2017-10-16	neutral	neutral	neutral	neutral	26	4	4
2017-10-16	neutral	neutral	objective	veryobjective	11	4	4
2017-10-16	neutral	neutral	objective	veryobjective	18	3	3
2017-10-16	neutral	neutral	objective	veryobjective	2	1	1
2017-10-16	neutral	neutral	objective	objective	16	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	5	5
2017-10-16	neutral	neutral	objective	veryobjective	22	4	4
2017-10-16	neutral	neutral	objective	veryobjective	12	2	2
2017-10-16	neutral	neutral	objective	veryobjective	5	2	2
2017-10-16	neutral	neutral	objective	objective	38	3	3
2017-10-16	neutral	neutral	objective	objective	38	3	3
2017-10-16	positive	positive	objective	objective	21	6	6
2017-10-16	neutral	neutral	neutral	neutral	16	3	3
2017-10-16	positive	verypositive	subjective	verysubjective	20	4	4
2017-10-16	positive	positive	neutral	neutral	19	3	3
2017-10-16	neutral	neutral	objective	veryobjective	34	9	9
2017-10-16	neutral	neutral	objective	veryobjective	23	5	5
2017-10-16	neutral	neutral	objective	veryobjective	36	5	5
2017-10-16	neutral	neutral	objective	objective	25	6	6
2017-10-16	neutral	neutral	objective	veryobjective	31	6	6
2017-10-16	neutral	neutral	neutral	neutral	19	4	4
2017-10-16	neutral	neutral	objective	veryobjective	16	5	5
2017-10-16	neutral	neutral	objective	veryobjective	11	2	2
2017-10-16	neutral	neutral	objective	veryobjective	18	4	4
2017-10-16	neutral	neutral	objective	veryobjective	18	4	4
2017-10-16	neutral	neutral	objective	veryobjective	18	4	4
2017-10-16	positive	verypositive	subjective	subjective	17	3	3
2017-10-16	neutral	neutral	objective	veryobjective	17	6	6
2017-10-16	positive	positive	neutral	neutral	25	2	2
2017-10-16	neutral	neutral	objective	objective	18	3	3
2017-10-16	neutral	neutral	objective	veryobjective	6	1	1
2017-10-16	positive	verypositive	subjective	subjective	18	2	2
2017-10-16	neutral	neutral	objective	objective	18	2	2
2017-10-16	neutral	neutral	objective	veryobjective	12	3	3
2017-10-16	neutral	neutral	objective	veryobjective	22	6	6
2017-10-16	neutral	neutral	objective	objective	27	8	8
2017-10-16	neutral	neutral	objective	veryobjective	17	4	4
2017-10-16	neutral	neutral	objective	veryobjective	20	6	6
2017-10-16	neutral	neutral	neutral	neutral	35	9	9
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	34	9	9
2017-10-16	positive	positive	subjective	verysubjective	38	7	7
2017-10-16	neutral	neutral	objective	veryobjective	24	4	4
2017-10-16	neutral	neutral	objective	objective	34	4	4
2017-10-16	neutral	neutral	objective	veryobjective	24	5	5
2017-10-16	neutral	neutral	objective	veryobjective	25	6	6
2017-10-16	neutral	neutral	objective	veryobjective	24	6	6
2017-10-16	neutral	neutral	objective	veryobjective	24	5	5
2017-10-16	neutral	neutral	objective	veryobjective	44	8	8
2017-10-16	neutral	neutral	objective	veryobjective	12	3	3
2017-10-16	neutral	neutral	objective	veryobjective	14	3	3
2017-10-16	positive	positive	objective	objective	20	4	4
2017-10-16	neutral	neutral	objective	veryobjective	14	5	5
2017-10-16	neutral	neutral	objective	objective	29	6	6
2017-10-16	positive	positive	objective	objective	16	3	3
2017-10-16	positive	positive	objective	objective	16	3	3
2017-10-16	positive	positive	objective	objective	23	6	6
2017-10-16	neutral	neutral	objective	veryobjective	17	3	3
2017-10-16	negative	negative	subjective	subjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	13	3	3
2017-10-16	neutral	neutral	objective	veryobjective	18	4	4
2017-10-16	neutral	neutral	objective	veryobjective	18	4	4
2017-10-16	neutral	neutral	objective	veryobjective	18	4	4
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	veryobjective	15	5	5
2017-10-16	neutral	neutral	objective	veryobjective	15	3	3
2017-10-16	neutral	neutral	objective	objective	34	4	4
2017-10-16	neutral	neutral	objective	veryobjective	15	5	5
2017-10-16	neutral	neutral	objective	veryobjective	23	5	5
2017-10-16	neutral	neutral	objective	veryobjective	26	7	7
2017-10-16	positive	positive	objective	objective	18	5	5
2017-10-15	neutral	neutral	objective	objective	34	4	4
2017-10-15	neutral	neutral	objective	veryobjective	10	2	2
2017-10-15	neutral	neutral	objective	veryobjective	9	4	4
2017-10-15	neutral	neutral	objective	veryobjective	25	4	4
2017-10-15	neutral	neutral	neutral	neutral	17	2	2
2017-10-15	neutral	neutral	objective	veryobjective	18	3	3
2017-10-15	neutral	neutral	objective	veryobjective	27	4	4
2017-10-15	neutral	neutral	objective	veryobjective	23	4	4
2017-10-15	neutral	neutral	objective	veryobjective	23	4	4
2017-10-15	neutral	neutral	objective	veryobjective	23	5	5
2017-10-15	neutral	neutral	objective	veryobjective	23	4	4
2017-10-15	neutral	neutral	objective	veryobjective	12	2	2
2017-10-15	neutral	neutral	objective	veryobjective	13	4	4
2017-10-15	neutral	neutral	objective	veryobjective	19	4	4
2017-10-15	neutral	neutral	objective	veryobjective	22	3	3
2017-10-15	neutral	neutral	neutral	neutral	24	3	3
2017-10-15	neutral	neutral	objective	veryobjective	21	8	8
2017-10-15	neutral	neutral	objective	veryobjective	13	4	4
2017-10-15	positive	positive	objective	objective	18	3	3
2017-10-15	positive	positive	objective	objective	11	3	3
2017-10-15	neutral	neutral	objective	objective	19	6	6
2017-10-15	positive	verypositive	subjective	subjective	24	6	6
2017-10-15	positive	positive	subjective	verysubjective	13	3	3
2017-10-15	neutral	neutral	objective	veryobjective	17	5	5
2017-10-15	neutral	neutral	neutral	neutral	22	4	4
2017-10-15	neutral	neutral	objective	veryobjective	18	3	3
2017-10-15	neutral	neutral	objective	objective	34	4	4
2017-10-15	neutral	neutral	objective	veryobjective	34	8	8
2017-10-15	neutral	neutral	objective	veryobjective	21	4	4
2017-10-15	neutral	neutral	objective	objective	34	4	4
2017-10-15	neutral	neutral	objective	veryobjective	14	4	4
2017-10-15	neutral	neutral	objective	veryobjective	13	3	3
2017-10-15	neutral	neutral	neutral	neutral	22	5	5
2017-10-15	positive	positive	objective	objective	27	3	3
2017-10-15	negative	negative	subjective	verysubjective	23	4	4
2017-10-15	neutral	neutral	objective	veryobjective	33	6	6
2017-10-15	neutral	neutral	objective	veryobjective	20	4	4
2017-10-15	neutral	neutral	objective	veryobjective	16	4	4
2017-10-15	neutral	neutral	objective	veryobjective	23	6	6
